2012,1,1,34,14,42.37043929,-71.12114115,3
2012,1,1,25,21,42.36972629,-71.11732866,3
2012,1,1,26,57,42.37499001,-71.11665805,4
2012,1,1,24,78,42.38228876,-71.12440574,4
2012,1,1,19,01,42.37205051,-71.11784886,2
2012,1,1,36,92,42.37495763,-71.11676029,1
2012,1,1,22,35,42.36997845,-71.11843733,1
2012,1,2,24,71,42.38073149,-71.12413226,4
2012,1,2,24,38,42.3717249,-71.11634069,4
2012,1,2,24,27,42.37486554,-71.11685845,2
2012,1,2,27,01,42.37486628,-71.11654724,1
2012,1,2,19,52,42.37079803,-71.11818024,2
2012,1,2,19,01,42.37204194,-71.11775683,3
2012,1,2,37,80,42.37024678,-71.11945452,2
2012,1,2,24,19,42.38215462,-71.12528937,2
2012,1,2,26,82,42.38129527,-71.12304397,3
2012,1,2,18,29,42.38080527,-71.12408989,3
2012,1,2,20,54,42.3811495,-71.1227899,3
2012,1,2,26,33,42.37188117,-71.11762644,1
2012,1,2,25,95,42.36826104,-71.11479648,4
2012,1,2,18,98,42.3811931,-71.12302124,3
2012,1,2,24,88,42.3825782,-71.12454527,2
2012,1,2,32,48,42.36864508,-71.11600458,1
2012,1,2,19,56,42.38215169,-71.12534791,2
2012,1,2,12,85,42.36869186,-71.11583009,1
2012,1,4,25,20,42.36809173,-71.11565487,1
2012,1,5,25,49,42.3686301,-71.11593734,2
2012,1,6,26,01,42.37167631,-71.11653181,2
2012,1,6,25,74,42.38237963,-71.12485876,2
2012,1,6,29,17,42.37024654,-71.11948758,3
2012,1,6,27,26,42.37088418,-71.12007939,4
2012,1,6,31,32,42.37538496,-71.11633599,2
2012,1,6,20,78,42.36878516,-71.11592425,2
2012,1,6,21,28,42.36794508,-71.114925,3
2012,1,6,26,76,42.38209253,-71.12551437,1
2012,1,6,23,37,42.37105401,-71.11810462,4
2012,1,6,30,09,42.37054557,-71.12100732,4
2012,1,6,18,58,42.37134876,-71.12068386,3
2012,1,6,24,34,42.37032919,-71.12105773,2
2012,1,7,20,47,42.37037264,-71.12100671,4
2012,1,7,20,66,42.37506591,-71.11676009,2
2012,1,7,31,81,42.36885634,-71.11597185,2
2012,1,7,19,11,42.37139014,-71.11862334,2
2012,1,7,27,03,42.38141421,-71.12286092,4
2012,1,7,25,89,42.37509452,-71.11677089,1
2012,1,7,18,84,42.37093688,-71.12014591,4
2012,1,7,15,71,42.38133397,-71.12281052,2
2012,1,7,30,09,42.38216485,-71.12462034,2
2012,1,7,25,65,42.37527514,-71.11619504,2
2012,1,7,25,95,42.38241898,-71.12412832,1
2012,1,7,24,52,42.37496705,-71.11668397,1
2012,1,7,26,21,42.37172381,-71.11646375,3
2012,1,7,17,53,42.37519045,-71.1167877,1
2012,1,7,26,70,42.38200132,-71.12476883,1
2012,1,7,27,53,42.37018021,-71.12098672,4
2012,1,7,28,16,42.37182782,-71.11778031,3
2012,1,7,28,02,42.37040371,-71.11771169,1
2012,1,7,26,01,42.37181906,-71.11644275,2
2012,1,7,25,12,42.38206965,-71.12481295,3
2012,1,7,17,34,42.37014327,-71.11842795,2
2012,1,7,25,17,42.38205822,-71.12537364,3
2012,1,7,25,36,42.3700337,-71.11837044,1
2012,1,7,30,43,42.37497561,-71.11670852,1
2012,1,8,32,87,42.37500296,-71.11683065,1
2012,1,8,21,19,42.38228531,-71.12536038,2
2012,1,8,31,70,42.38161081,-71.12468738,1
2012,1,8,23,51,42.37210207,-71.11785394,2
2012,1,8,23,83,42.37139862,-71.12065396,2
2012,1,8,25,03,42.37492462,-71.11660873,2
2012,1,8,21,09,42.37033981,-71.1167243,1
2012,1,8,28,36,42.36865481,-71.11595718,3
2012,1,8,20,32,42.38204448,-71.12530566,2
2012,1,8,20,13,42.37502298,-71.11667616,4
2012,1,8,29,0,42.37187111,-71.11623933,3
2012,1,10,20,58,42.37502777,-71.11679907,3
2012,1,10,35,10,42.38175007,-71.1256394,3
2012,1,10,19,32,42.37019512,-71.12094481,1
2012,1,10,26,10,42.37498026,-71.11678754,4
2012,1,11,29,63,42.3818376,-71.12505257,1
2012,1,11,28,78,42.38158755,-71.12573138,2
2012,1,11,22,60,42.37201593,-71.11781535,1
2012,1,11,33,51,42.38193132,-71.12539332,3
2012,1,11,22,28,42.37512461,-71.11674648,4
2012,1,12,28,03,42.38122533,-71.1227595,1
2012,1,12,19,42,42.38210365,-71.12436512,4
2012,1,12,27,52,42.38155148,-71.12565895,2
